Number of items	1000	

Graph density	10.0%	

Capacity of bins	150	

Costs of spliting groups	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	

Costs of using bins	5	

Weight of items
w	90
w	56
w	36
w	66
w	64
w	82
w	25
w	99
w	85
w	28
w	44
w	45
w	50
w	80
w	27
w	29
w	22
w	80
w	33
w	81
w	39
w	81
w	78
w	55
w	33
w	44
w	56
w	53
w	75
w	79
w	41
w	59
w	25
w	93
w	96
w	83
w	60
w	79
w	31
w	23
w	71
w	81
w	91
w	46
w	66
w	50
w	90
w	73
w	88
w	33
w	76
w	58
w	79
w	43
w	21
w	41
w	29
w	80
w	96
w	66
w	63
w	77
w	43
w	42
w	91
w	39
w	29
w	87
w	77
w	76
w	74
w	83
w	61
w	94
w	87
w	51
w	68
w	61
w	78
w	76
w	51
w	75
w	44
w	29
w	56
w	79
w	32
w	64
w	36
w	73
w	24
w	24
w	71
w	97
w	54
w	94
w	81
w	64
w	24
w	46
w	79
w	45
w	36
w	56
w	76
w	87
w	30
w	31
w	82
w	55
w	51
w	76
w	53
w	95
w	37
w	36
w	90
w	23
w	65
w	92
w	21
w	43
w	36
w	80
w	67
w	26
w	29
w	63
w	69
w	87
w	46
w	21
w	34
w	54
w	22
w	69
w	93
w	67
w	46
w	25
w	61
w	61
w	51
w	67
w	62
w	20
w	100
w	92
w	72
w	28
w	64
w	61
w	63
w	48
w	99
w	54
w	37
w	62
w	24
w	93
w	40
w	69
w	100
w	39
w	83
w	83
w	84
w	77
w	66
w	35
w	76
w	94
w	44
w	88
w	31
w	42
w	77
w	72
w	74
w	62
w	78
w	55
w	98
w	84
w	97
w	64
w	33
w	53
w	31
w	99
w	98
w	53
w	44
w	65
w	43
w	46
w	55
w	59
w	70
w	24
w	79
w	85
w	54
w	75
w	81
w	89
w	84
w	50
w	51
w	81
w	27
w	99
w	74
w	66
w	57
w	47
w	78
w	50
w	90
w	42
w	82
w	60
w	58
w	80
w	54
w	23
w	28
w	52
w	70
w	35
w	23
w	70
w	53
w	82
w	80
w	98
w	72
w	57
w	22
w	80
w	20
w	54
w	97
w	96
w	45
w	20
w	32
w	40
w	63
w	71
w	42
w	41
w	73
w	46
w	28
w	70
w	79
w	94
w	95
w	50
w	71
w	58
w	56
w	94
w	90
w	57
w	73
w	35
w	61
w	23
w	91
w	96
w	37
w	69
w	73
w	21
w	100
w	38
w	20
w	66
w	70
w	67
w	60
w	45
w	31
w	81
w	87
w	84
w	87
w	84
w	53
w	24
w	33
w	96
w	59
w	50
w	30
w	22
w	88
w	85
w	97
w	27
w	54
w	87
w	86
w	94
w	36
w	61
w	74
w	52
w	93
w	54
w	95
w	97
w	49
w	37
w	99
w	27
w	35
w	98
w	84
w	24
w	30
w	63
w	87
w	26
w	58
w	56
w	86
w	32
w	57
w	98
w	27
w	34
w	83
w	100
w	89
w	40
w	75
w	90
w	40
w	69
w	59
w	71
w	76
w	63
w	89
w	39
w	92
w	74
w	40
w	31
w	55
w	78
w	20
w	58
w	46
w	84
w	86
w	68
w	87
w	97
w	68
w	72
w	39
w	80
w	86
w	39
w	63
w	23
w	80
w	48
w	58
w	56
w	52
w	70
w	41
w	26
w	96
w	60
w	91
w	59
w	84
w	95
w	46
w	23
w	22
w	58
w	95
w	87
w	44
w	22
w	91
w	99
w	85
w	87
w	49
w	27
w	49
w	23
w	74
w	61
w	25
w	20
w	78
w	61
w	57
w	70
w	46
w	54
w	98
w	26
w	89
w	67
w	75
w	70
w	22
w	32
w	37
w	44
w	100
w	77
w	47
w	91
w	28
w	44
w	73
w	88
w	91
w	80
w	72
w	80
w	78
w	67
w	100
w	35
w	42
w	89
w	33
w	32
w	49
w	72
w	57
w	83
w	66
w	100
w	61
w	80
w	93
w	38
w	45
w	82
w	81
w	82
w	82
w	44
w	51
w	44
w	23
w	49
w	96
w	82
w	64
w	43
w	30
w	38
w	77
w	46
w	24
w	65
w	79
w	46
w	100
w	89
w	39
w	92
w	31
w	38
w	66
w	70
w	43
w	33
w	84
w	99
w	84
w	81
w	78
w	58
w	83
w	36
w	91
w	52
w	21
w	71
w	76
w	26
w	43
w	84
w	86
w	70
w	80
w	49
w	46
w	64
w	58
w	86
w	92
w	72
w	21
w	61
w	51
w	36
w	95
w	77
w	92
w	69
w	47
w	56
w	80
w	78
w	40
w	48
w	63
w	96
w	51
w	28
w	91
w	36
w	99
w	88
w	73
w	83
w	68
w	98
w	96
w	32
w	59
w	75
w	70
w	59
w	35
w	64
w	50
w	86
w	49
w	76
w	37
w	68
w	29
w	75
w	86
w	60
w	88
w	65
w	80
w	39
w	29
w	93
w	30
w	74
w	43
w	61
w	25
w	35
w	37
w	62
w	26
w	62
w	99
w	85
w	38
w	41
w	98
w	35
w	78
w	38
w	90
w	40
w	67
w	36
w	87
w	52
w	42
w	39
w	30
w	85
w	33
w	25
w	54
w	57
w	82
w	55
w	40
w	28
w	27
w	96
w	44
w	31
w	20
w	45
w	67
w	46
w	63
w	95
w	53
w	20
w	34
w	55
w	24
w	33
w	68
w	29
w	36
w	71
w	87
w	58
w	31
w	48
w	70
w	21
w	26
w	76
w	63
w	82
w	81
w	92
w	82
w	92
w	55
w	45
w	40
w	39
w	39
w	62
w	27
w	66
w	53
w	39
w	40
w	27
w	73
w	50
w	98
w	31
w	91
w	64
w	98
w	48
w	29
w	96
w	97
w	94
w	60
w	58
w	48
w	65
w	91
w	72
w	20
w	27
w	99
w	28
w	80
w	31
w	52
w	56
w	73
w	22
w	97
w	28
w	81
w	65
w	68
w	28
w	73
w	100
w	23
w	39
w	71
w	46
w	54
w	45
w	92
w	60
w	82
w	32
w	32
w	68
w	67
w	27
w	41
w	59
w	21
w	48
w	88
w	48
w	61
w	27
w	51
w	40
w	46
w	68
w	88
w	95
w	55
w	60
w	76
w	89
w	20
w	90
w	28
w	28
w	40
w	89
w	100
w	57
w	58
w	80
w	95
w	32
w	53
w	97
w	83
w	22
w	66
w	41
w	92
w	99
w	33
w	69
w	27
w	86
w	28
w	30
w	76
w	50
w	86
w	38
w	90
w	82
w	33
w	63
w	22
w	98
w	70
w	85
w	98
w	98
w	35
w	22
w	73
w	77
w	66
w	26
w	98
w	97
w	63
w	96
w	57
w	22
w	23
w	51
w	26
w	22
w	92
w	100
w	44
w	49
w	83
w	49
w	57
w	24
w	70
w	36
w	63
w	39
w	32
w	90
w	93
w	63
w	95
w	89
w	36
w	60
w	87
w	29
w	54
w	29
w	54
w	68
w	82
w	78
w	95
w	58
w	53
w	75
w	28
w	41
w	76
w	68
w	74
w	82
w	100
w	67
w	51
w	100
w	53
w	82
w	83
w	63
w	93
w	34
w	40
w	34
w	53
w	95
w	89
w	42
w	22
w	77
w	88
w	64
w	100
w	37
w	43
w	74
w	46
w	90
w	63
w	57
w	71
w	40
w	75
w	96
w	68
w	83
w	41
w	86
w	40
w	96
w	79
w	64
w	27
w	33
w	48
w	43
w	98
w	77
w	20
w	58
w	82
w	28
w	81
w	45
w	71
w	68
w	90
w	71
w	87
w	24
w	83
w	69
w	80
w	45
w	49
w	85
w	92
w	26
w	94
w	52
w	97
w	65
w	80
w	40
w	31
w	86
w	33
w	85
w	86
w	23
w	37
w	30
w	68
w	44
w	34
w	26
w	88
w	29
w	36
w	85
w	62
w	42
w	30
w	52
w	84
w	34
w	71
w	80
w	82
w	50
w	65
w	47
w	59
w	24
w	36
w	53
w	70
w	42
w	38
w	67
w	99
w	93
w	27
w	39
w	24
w	44
w	61
w	62
w	39
w	31
w	78
w	28
w	92
w	44
w	68
w	52
w	91
w	74
w	43
w	46
w	33
w	79
w	21
w	80
w	37
w	60
w	93
w	77
w	50
w	90
w	90
w	52
w	30
w	83
w	63
w	22
w	35
w	95
w	96
w	62
w	100
w	55
w	94
w	79
w	91
w	65
w	97
w	55
w	91
w	60
w	86
w	66
w	47
w	97
w	73
w	76
w	25
w	78
w	23
w	52
w	26
w	22
w	42
w	88
w	65
w	70
w	45
w	75
w	96
w	68
w	41
w	63
w	43
w	63
w	82
w	35
w	55
w	24
w	33
w	21
w	96
w	62
w	21
w	70
w	42
w	75
w	73
w	49
w	23
w	63

Number of Edges	13276	

Edges
e	(3, 41)
e	(3, 70)
e	(3, 75)
e	(3, 76)
e	(3, 82)
e	(3, 147)
e	(3, 156)
e	(3, 174)
e	(3, 189)
e	(3, 206)
e	(3, 220)
e	(3, 224)
e	(3, 236)
e	(3, 254)
e	(3, 265)
e	(3, 330)
e	(3, 362)
e	(3, 393)
e	(3, 398)
e	(3, 443)
e	(3, 523)
e	(3, 529)
e	(3, 533)
e	(3, 536)
e	(3, 561)
e	(3, 585)
e	(3, 601)
e	(3, 661)
e	(3, 678)
e	(3, 696)
e	(3, 703)
e	(3, 740)
e	(3, 741)
e	(3, 755)
e	(3, 794)
e	(3, 812)
e	(3, 821)
e	(3, 836)
e	(3, 852)
e	(3, 864)
e	(3, 896)
e	(3, 920)
e	(3, 928)
e	(15, 20)
e	(15, 27)
e	(15, 35)
e	(15, 41)
e	(15, 61)
e	(15, 66)
e	(15, 70)
e	(15, 71)
e	(15, 75)
e	(15, 76)
e	(15, 82)
e	(15, 86)
